基敲2,,,,,,,,,
FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Distance,芭府-1[9,5],809,SC,0.7741,,,,
Distance,芭府-1[9,6],819,SC,0.7563,,,,
Distance,芭府-1[9,7],829,SC,0.7748,,,,
Distance,芭府-1[9,8],839,SC,0.7746,,,,
Distance,芭府-1[9,9],849,SC,0.741,,,,
Distance,芭府-1[9,10],859,SC,0.7712,,,,
Distance,芭府-1[10,3],869,SC,0.7372,,,,
Distance,芭府-1[10,4],879,SC,0.7713,,,,
Distance,芭府-1[10,5],889,SC,0.709,,,,
Distance,芭府-1[10,6],899,SC,0.7565,,,,
Distance,芭府-1[10,7],909,SC,0.7759,,,,
Distance,芭府-1[10,8],919,SC,0.7637,,,,
Distance,芭府-1[10,9],929,SC,0.7983,,,,
Distance,芭府-1[11,4],939,SC,0.7702,,,,
Distance,芭府-1[11,5],949,SC,0.771,,,,
Distance,芭府-1[11,6],959,SC,0.7732,,,,
Distance,芭府-1[11,7],969,SC,0.7615,,,,
Distance,芭府-1[11,8],979,SC,0.7625,,,,
,,,,,,,,,
,,,,average,0.76943299,,,,
,,,,stdev,0.020633635,,,,
,,,,rsd,2.681667525,,,,
