Time [s]	Quad Ch.  1(Target)[mbar]	Quad Ch.  1(Read)[mbar]	Quad Ch.  2(Target)[mbar]	Quad Ch.  2(Read)[mbar]	Quad Ch.  3(Target)[mbar]	Quad Ch.  3(Read)[mbar]	Quad Ch.  4(Target)[mbar]	Quad Ch.  4(Read)[mbar]	qm(Target) [µl/min]	qm(Read)[µl/min]	
394.2230	0.0000	-0.0940	-38.7943	-39.4476	0.0000	-0.1965	0.0000	-0.4486	0.0000	47.6310	
394.2730	0.0000	-0.3076	-38.8242	-39.6613	0.0000	-0.4102	0.0000	-0.4486	0.0000	48.1653	
394.3220	0.0000	-0.3076	-38.8274	-39.4476	0.0000	-0.4102	0.0000	-0.4486	0.0000	47.1577	
394.3730	0.0000	-0.3076	-38.8427	-39.4476	0.0000	-0.6238	0.0000	-0.4486	0.0000	46.8476	
394.4230	0.0000	-0.3076	-38.8373	-39.4476	0.0000	-0.4102	0.0000	-0.4486	0.0000	45.3645	
394.4730	0.0000	-0.3076	-38.8911	-39.6613	0.0000	-0.1965	0.0000	-0.6622	0.0000	47.4054	
394.5230	0.0000	-0.3076	-38.9384	-39.4476	0.0000	-0.4102	0.0000	-0.6622	0.0000	48.9826	
394.5720	0.0000	-0.3076	-34.6884	-39.0204	0.0000	-0.1965	0.0000	-0.8759	250.0000	49.8290	
394.6230	0.0000	-0.3076	-34.5917	-37.7386	0.0000	-0.4102	0.0000	-0.4486	250.0000	49.1497	
394.6720	0.0000	-0.5212	-34.4475	-37.0978	0.0000	-0.4102	0.0000	-0.4486	250.0000	45.6371	
394.7230	0.0000	-0.0940	-34.4091	-34.9615	0.0000	-0.4102	0.0000	-0.2350	250.0000	48.4961	
394.7720	0.0000	-0.3076	-34.4760	-34.3207	0.0000	-0.4102	0.0000	-0.4486	0.0000	57.5000	
394.8220	0.0000	-0.3076	-34.8887	-33.6798	0.0000	-0.4102	0.0000	-0.6622	250.0000	86.6358	
394.8730	0.0000	-0.3076	-35.4971	-33.6798	0.0000	-0.4102	0.0000	-0.6622	250.0000	126.5920	
394.9230	0.0000	-0.0940	-35.7908	-33.6798	0.0000	-0.4102	0.0000	-0.2350	250.0000	146.8949	
394.9730	0.0000	-0.3076	-35.9855	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	160.8414	
395.0230	0.0000	-0.0940	-36.0984	-34.9615	0.0000	-0.1965	0.0000	-0.4486	250.0000	169.6679	
395.0720	0.0000	-0.3076	-36.1077	-35.8160	0.0000	-0.4102	0.0000	-0.6622	250.0000	172.2194	
395.1220	0.0000	-0.5212	-35.8577	-36.6705	0.0000	-0.4102	0.0000	-0.4486	250.0000	159.4949	
395.1720	0.0000	-0.5212	-35.7360	-37.0978	0.0000	-0.4102	0.0000	-0.4486	250.0000	138.0696	
395.2220	0.0000	-0.5212	-35.4120	-37.5250	0.0000	-0.4102	0.0000	-0.4486	250.0000	125.6485	
395.2720	0.0000	-0.5212	-35.1516	-37.5250	0.0000	-0.4102	0.0000	-0.4486	250.0000	111.5493	
395.3230	0.0000	-0.3076	-34.8572	-37.5250	0.0000	-0.1965	0.0000	-0.4486	250.0000	92.6001	
395.3720	0.0000	-0.5212	-34.3391	-36.8842	0.0000	-0.4102	0.0000	-0.4486	250.0000	84.6730	
395.4220	0.0000	-0.3076	-34.2951	-36.0297	0.0000	-0.4102	0.0000	-0.4486	250.0000	86.1554	
395.4720	0.0000	-0.3076	-34.3143	-35.1752	0.0000	-0.4102	0.0000	-0.6622	250.0000	91.4757	
395.5220	0.0000	-0.5212	-34.3740	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	99.1241	
395.5730	0.0000	-0.5212	-34.5201	-34.5343	0.0000	-0.4102	0.0000	-0.2350	250.0000	111.6423	
395.6220	0.0000	-0.3076	-34.7334	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	127.7764	
395.6730	0.0000	-0.3076	-35.0643	-34.1071	0.0000	-0.4102	0.0000	-0.4486	250.0000	150.4882	
395.7230	0.0000	-0.3076	-35.1173	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	156.1361	
395.7730	0.0000	-0.5212	-34.9811	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	150.4290	
395.8230	0.0000	-0.5212	-35.0465	-34.9615	0.0000	-0.1965	0.0000	-0.4486	250.0000	156.8206	
395.8720	0.0000	-0.5212	-34.8892	-35.1752	0.0000	-0.1965	0.0000	-0.2350	250.0000	149.9324	
395.9230	0.0000	-0.0940	-34.8029	-35.8160	0.0000	-0.4102	0.0000	-0.4486	250.0000	147.3065	
395.9720	0.0000	-0.7349	-34.6859	-35.6024	0.0000	-0.4102	0.0000	-0.4486	250.0000	142.9868	
396.0220	0.0000	-0.7349	-34.5583	-35.8160	0.0000	-0.4102	0.0000	-0.6622	250.0000	138.1445	
396.0720	0.0000	-0.5212	-34.3766	-35.8160	0.0000	-0.1965	0.0000	-0.4486	250.0000	130.2354	
396.1220	0.0000	-0.5212	-34.2082	-35.8160	0.0000	-0.1965	0.0000	-0.2350	250.0000	123.3122	
396.1730	0.0000	-0.0940	-34.0939	-35.6024	0.0000	-0.4102	0.0000	-0.6622	250.0000	119.8324	
396.2220	0.0000	-0.5212	-34.0437	-35.3888	0.0000	-0.4102	0.0000	-0.8759	250.0000	120.0571	
396.2730	0.0000	-0.3076	-34.0856	-35.1752	0.0000	-0.4102	0.0000	-0.4486	250.0000	125.7546	
396.3230	0.0000	-0.3076	-34.1311	-34.9615	0.0000	-0.4102	0.0000	-0.2350	250.0000	129.6558	
396.3730	0.0000	-0.3076	-34.0487	-34.5343	0.0000	-0.4102	0.0000	-0.8759	250.0000	135.8560	
396.4230	0.0000	-0.5212	-34.1042	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	142.0768	
396.4720	0.0000	-0.3076	-34.1623	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	143.6439	
396.5230	0.0000	-0.0940	-34.1432	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	144.1781	
396.5730	0.0000	-0.5212	-34.1071	-34.3207	0.0000	-0.4102	0.0000	-0.2350	250.0000	150.3260	
396.6220	0.0000	-0.3076	-34.1443	-34.3207	0.0000	-0.4102	0.0000	-0.6622	250.0000	148.9457	
396.6720	0.0000	-0.3076	-34.1548	-34.5343	0.0000	-0.4102	0.0000	-0.2350	250.0000	152.1066	
396.7220	0.0000	-0.3076	-34.1539	-34.5343	0.0000	-0.1965	0.0000	-0.6622	250.0000	154.5337	
396.7730	0.0000	-0.3076	-34.0762	-34.7479	0.0000	-0.1965	0.0000	-0.6622	250.0000	152.3174	
396.8220	0.0000	-0.3076	-33.9254	-34.9615	0.0000	-0.4102	0.0000	-0.6622	250.0000	145.8947	
396.8730	0.0000	-0.5212	-33.7989	-34.9615	0.0000	-0.6238	0.0000	-0.2350	250.0000	140.9451	
396.9220	0.0000	-0.0940	-33.7518	-34.7479	0.0000	-0.6238	0.0000	-0.6622	250.0000	140.9042	
396.9720	0.0000	-0.3076	-33.6763	-34.5343	0.0000	-0.1965	0.0000	-0.2350	250.0000	139.1772	
397.0220	0.0000	-0.3076	-33.5647	-34.3207	0.0000	-0.4102	0.0000	-0.6622	250.0000	135.4084	
397.0730	0.0000	-0.3076	-33.4718	-34.3207	0.0000	-0.1965	0.0000	-0.6622	250.0000	132.7536	
397.1230	0.0000	-0.5212	-33.5142	-34.1071	0.0000	-0.1965	0.0000	-0.2350	250.0000	138.2005	
397.1730	0.0000	-0.5212	-33.5956	-34.1071	0.0000	-0.4102	0.0000	-0.6622	250.0000	145.8080	
397.2220	0.0000	-0.3076	-33.5971	-33.8934	0.0000	-0.6238	0.0000	-0.4486	250.0000	148.5127	
397.2720	0.0000	-0.3076	-33.6849	-33.8934	0.0000	-0.1965	0.0000	-0.6622	250.0000	156.3107	
397.3220	0.0000	-0.3076	-33.6599	-33.8934	0.0000	-0.1965	0.0000	-0.4486	250.0000	157.1340	
397.3730	0.0000	-0.3076	-33.6298	-34.1071	0.0000	-0.1965	0.0000	-0.6622	250.0000	157.6878	
397.4230	0.0000	-0.0940	-33.6593	-33.8934	0.0000	-0.4102	0.0000	-0.4486	250.0000	161.7666	
397.4730	0.0000	-0.5212	-33.5492	-34.1071	0.0000	-0.6238	0.0000	-0.6622	250.0000	157.5110	
397.5230	0.0000	-0.5212	-33.5648	-34.1071	0.0000	-0.4102	0.0000	-0.4486	250.0000	160.7830	
397.5730	0.0000	-0.3076	-33.5268	-34.1071	0.0000	-0.1965	0.0000	-0.4486	250.0000	160.8508	
397.6220	0.0000	-0.5212	-33.4897	-34.1071	0.0000	-0.1965	0.0000	-0.4486	250.0000	160.8508	
397.6720	0.0000	-0.3076	-33.3548	-34.1071	0.0000	-0.6238	0.0000	-0.6622	250.0000	155.1846	
397.7220	0.0000	-0.5212	-33.3009	-34.1071	0.0000	-0.6238	0.0000	-0.4486	250.0000	154.3388	
397.7730	0.0000	-0.3076	-33.2973	-33.8934	0.0000	-0.4102	0.0000	-0.4486	250.0000	156.5410	
397.8230	0.0000	-0.5212	-33.1757	-34.1071	0.0000	-0.1965	0.0000	-0.4486	250.0000	151.6673	
397.8720	0.0000	-0.0940	-33.1338	-33.8934	0.0000	-0.1965	0.0000	-0.6622	250.0000	151.6673	
397.9230	0.0000	-0.3076	-33.1235	-33.8934	0.0000	-0.4102	0.0000	-0.4486	250.0000	159.1458	
397.9730	0.0000	-0.5212	-33.1789	-33.8934	0.0000	-0.6238	0.0000	-0.4486	250.0000	160.4491	
398.0230	0.0000	-0.3076	-33.1620	-33.6798	0.0000	-0.1965	0.0000	-0.6622	250.0000	160.4491	
398.0720	0.0000	-0.3076	-33.0466	-33.6798	0.0000	-0.4102	0.0000	-0.6622	250.0000	155.8447	
398.1220	0.0000	-0.3076	-32.9983	-33.6798	0.0000	-0.4102	0.0000	-0.4486	250.0000	155.4082	
398.1720	0.0000	-0.5212	-33.1302	-33.6798	0.0000	-0.4102	0.0000	-0.6622	250.0000	165.4612	
398.2220	0.0000	-0.3076	-33.0233	-33.4662	0.0000	-0.4102	0.0000	-0.6622	250.0000	161.2810	
398.2720	0.0000	-0.5212	-32.9516	-33.6798	0.0000	-0.4102	0.0000	-0.4486	250.0000	159.2418	
398.3220	0.0000	-0.3076	-33.1206	-33.4662	0.0000	-0.6238	0.0000	-0.6622	250.0000	171.5283	
398.3730	0.0000	-0.3076	-33.0888	-33.4662	0.0000	-0.1965	0.0000	-0.4486	250.0000	171.6197	
398.4230	0.0000	-0.3076	-32.9885	-33.6798	0.0000	-0.4102	0.0000	-0.6622	250.0000	167.6723	
398.4730	0.0000	-0.0940	-32.8287	-33.6798	0.0000	-0.6238	0.0000	-0.4486	0.0000	160.1860	
398.5220	0.0000	-0.0940	-32.7906	-33.6798	0.0000	-0.4102	0.0000	-0.4486	250.0000	166.9860	
398.5730	0.0000	-0.5212	-32.8946	-33.6798	0.0000	-0.4102	0.0000	-0.6622	250.0000	168.5261	
398.6220	0.0000	-0.5212	-32.7742	-33.4662	0.0000	-0.4102	0.0000	-0.6622	250.0000	163.4100	
398.6720	0.0000	-0.3076	-32.6423	-33.4662	0.0000	-0.1965	0.0000	-0.6622	250.0000	157.7460	
398.7220	0.0000	-0.3076	-32.6252	-33.2526	0.0000	-0.4102	0.0000	-0.6622	250.0000	159.0187	
398.7720	0.0000	-0.3076	-32.7462	-33.4662	0.0000	-0.4102	0.0000	-0.2350	250.0000	168.5419	
398.8220	0.0000	-0.3076	-32.6851	-33.4662	0.0000	-0.4102	0.0000	-0.4486	250.0000	167.0084	
398.8720	0.0000	-0.3076	-32.6500	-33.0389	0.0000	-0.1965	0.0000	-0.6622	250.0000	165.0235	
398.9230	0.0000	-0.3076	-32.5815	-33.0389	0.0000	-0.4102	0.0000	-0.4486	250.0000	176.9629	
398.9720	0.0000	-0.3076	-32.7627	-33.2526	0.0000	-0.1965	0.0000	-0.4486	250.0000	177.7372	
399.0220	0.0000	-0.5212	-32.6697	-33.0389	0.0000	-0.4102	0.0000	-0.4486	250.0000	174.0605	
399.0730	0.0000	-0.5212	-32.6640	-33.2526	0.0000	-0.4102	0.0000	-0.6622	250.0000	175.6101	
399.1220	0.0000	-0.5212	-32.6788	-33.2526	0.0000	-0.4102	0.0000	-0.4486	250.0000	178.3774	
399.1730	0.0000	-0.0940	-32.6428	-33.2526	0.0000	-0.4102	0.0000	-0.4486	250.0000	178.0444	
399.2230	0.0000	-0.3076	-32.5477	-33.2526	0.0000	-0.6238	0.0000	-0.4486	250.0000	174.2181	
399.2730	0.0000	-0.3076	-32.5494	-33.2526	0.0000	-0.1965	0.0000	-0.4486	250.0000	176.2342	
399.3220	0.0000	-0.5212	-32.4662	-33.0389	0.0000	-0.4102	0.0000	-0.4486	250.0000	173.1974	
399.3730	0.0000	-0.3076	-32.3408	-33.0389	0.0000	-0.1965	0.0000	-0.4486	250.0000	167.6527	
399.4230	0.0000	-0.5212	-32.3346	-33.0389	0.0000	-0.1965	0.0000	-0.4486	250.0000	169.3935	
399.4730	0.0000	-0.0940	-32.4255	-33.0389	0.0000	-0.4102	0.0000	-0.4486	250.0000	176.7881	
399.5220	0.0000	-0.0940	-32.4607	-33.0389	0.0000	-0.4102	0.0000	-0.4486	250.0000	180.6660	
399.5730	0.0000	-0.5212	-32.2812	-33.0389	0.0000	-0.4102	0.0000	-0.8759	250.0000	171.8097	
399.6220	0.0000	-0.5212	-32.1916	-33.0389	0.0000	-0.4102	0.0000	-0.8759	250.0000	168.4834	
399.6720	0.0000	-0.5212	-32.2705	-32.8253	0.0000	-0.1965	0.0000	-0.6622	250.0000	175.2150	
399.7220	0.0000	-0.5212	-32.2494	-33.0389	0.0000	-0.4102	0.0000	-0.6622	250.0000	175.8883	
399.7720	0.0000	-0.0940	-32.2152	-32.8253	0.0000	-0.4102	0.0000	-0.8759	250.0000	175.6887	
399.8220	0.0000	0.1196	-32.1491	-32.8253	0.0000	-0.1965	0.0000	-0.4486	250.0000	173.6427	
399.8720	0.0000	-0.0940	-32.0945	-32.8253	0.0000	-0.1965	0.0000	-0.4486	250.0000	172.3114	
399.9220	0.0000	-0.3076	-32.1210	-33.0389	0.0000	-0.4102	0.0000	-0.4486	250.0000	175.8662	
399.9720	0.0000	-0.5212	-32.1578	-32.8253	0.0000	-0.1965	0.0000	-0.2350	250.0000	179.8621	
400.0220	0.0000	-0.5212	-32.1020	-32.3981	0.0000	-0.1965	0.0000	-0.4486	250.0000	178.3627	
400.0730	0.0000	-0.5212	-32.1558	-32.6117	0.0000	-0.1965	0.0000	-0.4486	250.0000	183.2865	
400.1230	0.0000	-0.5212	-32.1310	-32.6117	0.0000	-0.1965	0.0000	-0.4486	250.0000	183.4932	
400.1720	0.0000	-0.5212	-31.9962	-32.6117	0.0000	-0.4102	0.0000	-0.2350	250.0000	177.1995	
400.2230	0.0000	-0.3076	-31.8788	-32.6117	0.0000	-0.6238	0.0000	-0.6622	250.0000	172.1467	
400.2720	0.0000	-0.3076	-31.8705	-32.6117	0.0000	-0.6238	0.0000	-0.4486	250.0000	173.5614	
400.3220	0.0000	-0.0940	-31.9394	-32.6117	0.0000	-0.4102	0.0000	-0.6622	0.0000	182.4857	
400.3720	0.0000	-0.3076	-31.9596	-32.6117	0.0000	-0.4102	0.0000	-0.6622	250.0000	181.7881	
400.4230	0.0000	-0.7349	-31.9194	-32.3981	0.0000	-0.4102	0.0000	-0.2350	250.0000	176.0311	
400.4730	0.0000	-0.5212	-31.7914	-32.6117	0.0000	-0.4102	0.0000	-0.4486	250.0000	177.8010	
400.5230	0.0000	-0.5212	-31.8746	-32.6117	0.0000	-0.4102	0.0000	-0.4486	250.0000	182.8019	
400.5730	0.0000	-0.0940	-31.8642	-32.3981	0.0000	-0.1965	0.0000	-0.4486	250.0000	183.8798	
400.6220	0.0000	-0.0940	-31.8445	-32.3981	0.0000	-0.4102	0.0000	-0.4486	250.0000	184.3826	
400.6730	0.0000	-0.3076	-31.9509	-32.6117	0.0000	-0.4102	0.0000	-0.4486	250.0000	192.4088	
400.7230	0.0000	-0.0940	-31.9079	-32.3981	0.0000	-0.1965	0.0000	-0.4486	250.0000	191.3017	
400.7730	0.0000	-0.3076	-31.7246	-32.6117	0.0000	-0.4102	0.0000	-0.4486	250.0000	181.9069	
400.8220	0.0000	-0.3076	-31.6951	-32.1844	0.0000	-0.4102	0.0000	-0.4486	250.0000	189.6236	
400.8720	0.0000	-0.5212	-31.7988	-32.3981	0.0000	-0.4102	0.0000	-0.4486	250.0000	191.8646	
400.9230	0.0000	-0.3076	-31.6468	-32.1844	0.0000	-0.4102	0.0000	-0.6622	250.0000	182.0442	
400.9730	0.0000	-0.5212	-31.6030	-32.3981	0.0000	-0.1965	0.0000	-0.4486	250.0000	181.1911	
401.0220	0.0000	-0.3076	-31.6124	-32.6117	0.0000	-0.4102	0.0000	-0.6622	250.0000	183.4615	
401.0730	0.0000	-0.5212	-31.6871	-32.1844	0.0000	-0.4102	0.0000	-0.6622	250.0000	189.5800	
401.1220	0.0000	-0.3076	-31.7263	-32.1844	0.0000	-0.4102	0.0000	-0.4486	250.0000	193.4488	
401.1730	0.0000	-0.5212	-31.6885	-32.3981	0.0000	-0.4102	0.0000	-0.6622	250.0000	192.6296	
401.2230	0.0000	-0.3076	-31.6637	-32.3981	0.0000	-0.1965	0.0000	-0.4486	250.0000	188.0864	
401.2730	0.0000	-0.5212	-31.5620	-32.3981	0.0000	-0.4102	0.0000	-0.4486	250.0000	190.2902	
401.3220	0.0000	-0.0940	-31.5203	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	187.1226	
401.3720	0.0000	-0.3076	-31.4735	-32.1844	0.0000	-0.4102	0.0000	-0.4486	250.0000	185.9227	
401.4220	0.0000	-0.3076	-31.4315	-32.1844	0.0000	-0.1965	0.0000	-0.4486	250.0000	185.0092	
401.4730	0.0000	-0.5212	-31.4930	-31.9708	0.0000	-0.1965	0.0000	-0.4486	250.0000	190.3255	
401.5230	0.0000	-0.3076	-31.3990	-32.1844	0.0000	-0.4102	0.0000	-0.2350	250.0000	186.2266	
401.5730	0.0000	-0.7349	-31.3974	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	187.7414	
401.6220	0.0000	-0.3076	-31.3710	-32.1844	0.0000	-0.4102	0.0000	-0.4486	250.0000	199.1224	
401.6730	0.0000	-0.0940	-31.5389	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	202.5436	
401.7220	0.0000	-0.3076	-31.4757	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	196.5735	
401.7720	0.0000	-0.5212	-31.4418	-32.1844	0.0000	-0.4102	0.0000	-0.6622	250.0000	195.8988	
401.8220	0.0000	-0.5212	-31.3729	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	193.1586	
401.8720	0.0000	-0.3076	-31.2692	-32.1844	0.0000	-0.4102	0.0000	-0.4486	250.0000	188.4609	
401.9230	0.0000	-0.0940	-31.2605	-32.1844	0.0000	-0.4102	0.0000	-0.4486	250.0000	189.4910	
401.9720	0.0000	-0.3076	-31.3480	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	196.1834	
402.0220	0.0000	-0.3076	-31.3251	-31.9708	0.0000	-0.4102	0.0000	-0.4486	250.0000	196.2372	
402.0730	0.0000	-0.3076	-35.5799	-32.3981	0.0000	-0.4102	0.0000	-0.4486	0.0000	197.4554	
402.1230	0.0000	-0.3076	-35.6832	-33.2526	0.0000	-0.4102	0.0000	-0.4486	0.0000	197.2999	
402.1720	0.0000	-0.3076	-35.8068	-34.5343	0.0000	-0.4102	0.0000	-0.4486	0.0000	199.6748	
402.2220	0.0000	-0.5212	-35.8539	-35.8160	0.0000	-0.1965	0.0000	-0.4486	0.0000	197.5242	
402.2720	0.0000	-0.0940	-35.4581	-37.3114	0.0000	-0.4102	0.0000	-0.2350	0.0000	168.9426	
402.3220	0.0000	-0.5212	-35.2137	-37.7386	0.0000	-0.4102	0.0000	-0.4486	0.0000	150.0968	
402.3730	0.0000	-0.0940	-34.7884	-38.1659	0.0000	-0.4102	0.0000	-0.4486	0.0000	121.0885	
402.4220	0.0000	-0.5212	-34.8388	-38.3795	0.0000	-0.1965	0.0000	-0.4486	0.0000	102.2218	
402.4730	0.0000	-0.3076	-34.5672	-37.7386	0.0000	-0.4102	0.0000	-0.6622	0.0000	81.5108	
402.5220	0.0000	-0.5212	-34.0530	-37.0978	0.0000	-0.1965	0.0000	-0.6622	0.0000	69.3420	
402.5730	0.0000	-0.3076	-34.1057	-35.8160	0.0000	-0.4102	0.0000	-0.4486	0.0000	70.7619	
402.6220	0.0000	-0.5212	-34.2138	-35.1752	0.0000	-0.4102	0.0000	-0.6622	0.0000	75.4241	
402.6720	0.0000	-0.0940	-34.4383	-34.7479	0.0000	-0.1965	0.0000	-0.4486	0.0000	86.9107	
402.7230	0.0000	-0.3076	-34.8811	-34.3207	0.0000	-0.4102	0.0000	-0.4486	0.0000	111.0113	
402.7730	0.0000	-0.0940	-35.2496	-33.6798	0.0000	-0.4102	0.0000	-0.4486	0.0000	130.0867	
402.8220	0.0000	-0.5212	-35.3048	-34.1071	0.0000	-0.4102	0.0000	-0.6622	0.0000	140.2980	
402.8730	0.0000	-0.3076	-35.5350	-34.5343	0.0000	-0.4102	0.0000	-0.4486	0.0000	153.8900	
402.9220	0.0000	-0.0940	-35.8769	-34.9615	0.0000	-0.6238	0.0000	-0.4486	0.0000	156.8671	
402.9720	0.0000	-0.0940	-35.9177	-35.8160	0.0000	-0.1965	0.0000	-0.4486	0.0000	155.3250	
403.0220	0.0000	-0.3076	-35.9442	-36.2433	0.0000	-0.4102	0.0000	-0.4486	0.0000	152.9717	
403.0720	0.0000	-0.3076	-35.7146	-36.8842	0.0000	-0.6238	0.0000	-0.4486	0.0000	135.3201	
403.1230	0.0000	-0.3076	-35.5863	-37.0978	0.0000	-0.4102	0.0000	-0.4486	0.0000	124.2422	
403.1730	0.0000	-0.3076	-35.3679	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	108.1571	
403.2220	0.0000	-0.5212	-35.4129	-37.5250	0.0000	0.0171	0.0000	-0.4486	0.0000	99.8493	
403.2730	0.0000	-0.5212	-35.3165	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	88.6815	
403.3230	0.0000	-0.5212	-35.1328	-36.6705	0.0000	-0.1965	0.0000	-0.4486	0.0000	86.5880	
403.3720	0.0000	-0.3076	-35.1948	-36.4569	0.0000	-0.1965	0.0000	-0.4486	0.0000	88.0897	
403.4230	0.0000	-0.7349	-35.2151	-36.2433	0.0000	-0.4102	0.0000	-0.6622	0.0000	87.0687	
403.4720	0.0000	-0.3076	-35.4629	-35.8160	0.0000	-0.1965	0.0000	-0.4486	0.0000	99.7011	
403.5230	0.0000	-0.3076	-35.5163	-35.6024	0.0000	-0.4102	0.0000	-0.6622	0.0000	100.3572	
403.5730	0.0000	-0.3076	-35.6480	-35.6024	0.0000	-0.4102	0.0000	-0.4486	0.0000	105.6524	
403.6230	0.0000	-0.3076	-35.6928	-35.6024	0.0000	-0.4102	0.0000	-0.4486	0.0000	114.6490	
403.6730	0.0000	-0.0940	-35.8901	-36.0297	0.0000	-0.4102	0.0000	-0.2350	0.0000	122.5679	
403.7220	0.0000	-0.3076	-36.1868	-36.0297	0.0000	-0.4102	0.0000	-0.2350	0.0000	129.1796	
403.7720	0.0000	-0.5212	-36.1298	-36.2433	0.0000	-0.4102	0.0000	-0.6622	0.0000	122.6269	
403.8220	0.0000	-0.0940	-36.1131	-36.4569	0.0000	-0.4102	0.0000	-0.2350	0.0000	118.5241	
403.8720	0.0000	-0.3076	-36.1603	-36.6705	0.0000	-0.6238	0.0000	-0.6622	0.0000	118.4116	
403.9220	0.0000	-0.0940	-36.1847	-37.0978	0.0000	-0.4102	0.0000	-0.2350	0.0000	116.8792	
403.9730	0.0000	-0.3076	-36.0566	-37.0978	0.0000	-0.1965	0.0000	-0.6622	0.0000	106.3141	
404.0220	0.0000	-0.5212	-36.1017	-37.3114	0.0000	-0.1965	0.0000	-0.4486	0.0000	99.9389	
404.0720	0.0000	-0.3076	-36.0376	-37.0978	0.0000	-0.4102	0.0000	-0.4486	0.0000	86.2677	
404.1220	0.0000	-0.5212	-35.8985	-37.0978	0.0000	-0.4102	0.0000	-0.4486	0.0000	89.3735	
404.1720	0.0000	-0.5212	-35.9716	-37.0978	0.0000	-0.4102	0.0000	-0.2350	0.0000	91.4316	
404.2230	0.0000	-0.5212	-36.0281	-36.8842	0.0000	-0.4102	0.0000	-0.4486	0.0000	92.4926	
404.2720	0.0000	-0.3076	-36.0613	-36.4569	0.0000	-0.1965	0.0000	-0.4486	0.0000	92.1698	
404.3230	0.0000	-0.0940	-36.1267	-36.6705	0.0000	-0.1965	0.0000	-0.2350	0.0000	93.7409	
404.3730	0.0000	-0.3076	-36.2756	-36.6705	0.0000	-0.4102	0.0000	-0.4486	0.0000	100.2305	
404.4220	0.0000	-0.3076	-36.3181	-36.6705	0.0000	-0.1965	0.0000	-0.6622	0.0000	102.9372	
404.4730	0.0000	-0.5212	-36.4071	-36.6705	0.0000	-0.4102	0.0000	-0.4486	0.0000	100.9332	
404.5220	0.0000	-0.3076	-36.5042	-36.8842	0.0000	-0.4102	0.0000	-0.4486	0.0000	106.1685	
404.5730	0.0000	-0.5212	-36.5585	-36.8842	0.0000	-0.4102	0.0000	-0.4486	0.0000	106.7286	
404.6230	0.0000	-0.3076	-36.5595	-37.3114	0.0000	-0.1965	0.0000	-0.4486	0.0000	104.0806	
404.6720	0.0000	-0.3076	-36.4834	-37.5250	0.0000	-0.4102	0.0000	-0.6622	0.0000	96.8717	
404.7220	0.0000	-0.3076	-36.6142	-37.5250	0.0000	-0.1965	0.0000	-0.4486	0.0000	102.1604	
404.7720	0.0000	-0.5212	-36.6085	-37.5250	0.0000	-0.4102	0.0000	-0.2350	0.0000	99.2964	
404.8220	0.0000	-0.3076	-36.6514	-37.3114	0.0000	-0.1965	0.0000	-0.6622	0.0000	87.8393	
404.8730	0.0000	-0.3076	-36.4975	-37.5250	0.0000	-0.4102	0.0000	-0.4486	0.0000	91.6646	
404.9230	0.0000	-0.3076	-36.5889	-37.5250	0.0000	-0.4102	0.0000	-0.6622	0.0000	91.0006	
404.9730	0.0000	-0.3076	-36.5918	-37.5250	0.0000	-0.4102	0.0000	-0.2350	0.0000	88.8655	
405.0230	0.0000	-0.3076	-36.5652	-37.3114	0.0000	-0.1965	0.0000	-0.6622	0.0000	85.0254	
405.0720	0.0000	-0.3076	-36.6086	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	85.4479	
405.1230	0.0000	-0.3076	-36.5755	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	81.3272	
405.1730	0.0000	-0.3076	-36.6936	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	86.2930	
405.2230	0.0000	-0.5212	-36.7302	-37.0978	0.0000	-0.1965	0.0000	-0.6622	0.0000	95.7007	
405.2720	0.0000	-0.3076	-36.9729	-36.8842	0.0000	-0.1965	0.0000	-0.4486	0.0000	98.4068	
405.3220	0.0000	-0.3076	-37.0147	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	98.4068	
405.3730	0.0000	-0.3076	-36.9579	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	92.5639	
405.4230	0.0000	-0.3076	-37.0593	-37.7386	0.0000	-0.4102	0.0000	-0.4486	0.0000	93.7518	
405.4730	0.0000	-0.5212	-37.0581	-37.7386	0.0000	-0.4102	0.0000	-0.4486	0.0000	90.0870	
