Time [s]	Quad Ch.  1(Target)[mbar]	Quad Ch.  1(Read)[mbar]	Quad Ch.  2(Target)[mbar]	Quad Ch.  2(Read)[mbar]	Quad Ch.  3(Target)[mbar]	Quad Ch.  3(Read)[mbar]	Quad Ch.  4(Target)[mbar]	Quad Ch.  4(Read)[mbar]	qm(Target) [µl/min]	qm(Read)[µl/min]	
337.0720	0.0000	-0.5212	-35.3541	-36.2433	0.0000	-0.4102	0.0000	-0.6622	250.0000	111.7717	
337.1220	0.0000	-0.5212	-35.2733	-36.2433	0.0000	-0.4102	0.0000	-0.4486	250.0000	108.9577	
337.1730	0.0000	-0.0940	-35.3793	-36.0297	0.0000	-0.4102	0.0000	-0.6622	250.0000	117.1396	
337.2230	0.0000	-0.3076	-35.3625	-36.2433	0.0000	-0.4102	0.0000	-0.4486	250.0000	117.9911	
337.2720	0.0000	-0.3076	-35.3316	-36.0297	0.0000	-0.4102	0.0000	-0.4486	250.0000	118.0355	
337.3220	0.0000	-0.5212	-35.2847	-36.0297	0.0000	-0.4102	0.0000	-0.4486	250.0000	117.0595	
337.3720	0.0000	-0.7349	-35.2708	-36.0297	0.0000	-0.1965	0.0000	-0.4486	250.0000	118.0801	
337.4220	0.0000	-0.5212	-35.2772	-36.0297	0.0000	-0.4102	0.0000	-0.2350	0.0000	120.2786	
337.4720	0.0000	-0.5212	-35.2208	-35.8160	0.0000	-0.4102	0.0000	-0.8759	250.0000	118.7840	
337.5220	0.0000	-0.3076	-35.2708	-36.0297	0.0000	-0.4102	0.0000	-0.4486	250.0000	123.6816	
337.5730	0.0000	-0.0940	-35.2438	-35.8160	0.0000	-0.1965	0.0000	-0.4486	250.0000	118.3766	
337.6230	0.0000	-0.0940	-35.1242	-35.8160	0.0000	-0.1965	0.0000	-0.4486	250.0000	118.3766	
337.6730	0.0000	-0.3076	-35.0923	-35.6024	0.0000	-0.1965	0.0000	-0.4486	250.0000	118.2813	
337.7220	0.0000	-0.5212	-35.0731	-35.3888	0.0000	-0.1965	0.0000	-0.4486	250.0000	118.9750	
337.7720	0.0000	-0.5212	-35.1844	-35.8160	0.0000	-0.1965	0.0000	-0.4486	250.0000	127.4528	
337.8220	0.0000	-0.5212	-35.1644	-35.8160	0.0000	-0.4102	0.0000	-0.6622	250.0000	127.9393	
337.8720	0.0000	-0.5212	-35.0603	-35.8160	0.0000	-0.6238	0.0000	-0.4486	250.0000	123.4411	
337.9220	0.0000	-0.7349	-35.0692	-35.8160	0.0000	-0.4102	0.0000	-0.8759	250.0000	125.6956	
337.9730	0.0000	-0.5212	-35.0527	-35.8160	0.0000	-0.4102	0.0000	-0.6622	250.0000	126.4847	
338.0220	0.0000	-0.0940	-34.9691	-35.8160	0.0000	-0.4102	0.0000	-0.4486	250.0000	123.2029	
338.0720	0.0000	-0.0940	-34.9394	-35.8160	0.0000	-0.4102	0.0000	-0.4486	250.0000	123.5784	
338.1230	0.0000	-0.3076	-34.9160	-35.8160	0.0000	-0.4102	0.0000	-0.4486	250.0000	118.7589	
338.1730	0.0000	-0.5212	-34.8805	-35.6024	0.0000	-0.4102	0.0000	-0.6622	250.0000	123.2498	
338.2220	0.0000	-0.3076	-34.8594	-35.6024	0.0000	-0.4102	0.0000	-0.2350	250.0000	123.7649	
338.2720	0.0000	-0.7349	-34.8296	-35.6024	0.0000	-0.4102	0.0000	-0.6622	250.0000	123.7649	
338.3220	0.0000	-0.5212	-34.8382	-35.3888	0.0000	-0.6238	0.0000	-0.4486	250.0000	131.3931	
338.3720	0.0000	-0.0940	-34.9001	-35.3888	0.0000	-0.6238	0.0000	-0.4486	250.0000	131.3931	
338.4230	0.0000	-0.3076	-34.8043	-35.3888	0.0000	-0.4102	0.0000	-0.4486	250.0000	127.3994	
338.4720	0.0000	-0.3076	-34.7520	-35.6024	0.0000	-0.6238	0.0000	-0.4486	250.0000	125.9943	
338.5230	0.0000	-0.3076	-34.8075	-35.3888	0.0000	-0.4102	0.0000	-0.6622	250.0000	131.0605	
338.5720	0.0000	-0.3076	-34.7548	-35.3888	0.0000	-0.4102	0.0000	-0.6622	250.0000	129.5839	
338.6230	0.0000	-0.3076	-34.6930	-35.3888	0.0000	-0.4102	0.0000	-0.6622	250.0000	127.5590	
338.6730	0.0000	-0.5212	-34.6751	-35.3888	0.0000	-0.4102	0.0000	-0.6622	250.0000	128.2432	
338.7220	0.0000	-0.5212	-34.6203	-35.3888	0.0000	-0.4102	0.0000	-0.6622	250.0000	126.6845	
338.7730	0.0000	-0.3076	-34.6491	-35.1752	0.0000	-0.1965	0.0000	-0.6622	250.0000	130.0784	
338.8220	0.0000	-0.7349	-34.6061	-35.6024	0.0000	-0.1965	0.0000	-0.6622	250.0000	129.2321	
338.8720	0.0000	-0.5212	-34.5387	-35.3888	0.0000	-0.4102	0.0000	-0.6622	250.0000	126.8658	
338.9220	0.0000	-0.3076	-34.4720	-35.1752	0.0000	-0.4102	0.0000	-0.2350	250.0000	124.6617	
338.9730	0.0000	-0.5212	-34.5391	-35.1752	0.0000	-0.4102	0.0000	-0.4486	250.0000	130.3367	
339.0230	0.0000	-0.3076	-34.5364	-35.1752	0.0000	-0.4102	0.0000	-0.4486	250.0000	131.8461	
339.0720	0.0000	-0.0940	-34.5298	-35.1752	0.0000	0.0171	0.0000	-0.6622	250.0000	133.0661	
339.1220	0.0000	-0.3076	-34.4816	-34.9615	0.0000	-0.4102	0.0000	-0.4486	250.0000	134.5461	
339.1730	0.0000	-0.3076	-34.4998	-35.1752	0.0000	-0.1965	0.0000	-0.2350	250.0000	134.9352	
339.2220	0.0000	-0.3076	-34.4788	-34.9615	0.0000	-0.1965	0.0000	-0.4486	250.0000	134.9352	
339.2720	0.0000	-0.7349	-34.3480	-34.9615	0.0000	-0.4102	0.0000	-0.4486	250.0000	128.7554	
339.3220	0.0000	-0.5212	-34.3964	-34.9615	0.0000	-0.1965	0.0000	-0.6622	250.0000	133.2721	
339.3720	0.0000	-0.5212	-34.4351	-34.7479	0.0000	-0.4102	0.0000	-0.4486	250.0000	137.1797	
339.4230	0.0000	-0.3076	-34.3957	-34.9615	0.0000	-0.6238	0.0000	-0.4486	250.0000	136.4142	
339.4720	0.0000	-0.3076	-34.3636	-34.9615	0.0000	-0.6238	0.0000	-0.6622	250.0000	136.0935	
339.5220	0.0000	-0.5212	-34.3253	-34.9615	0.0000	-0.6238	0.0000	-0.4486	250.0000	133.0376	
339.5730	0.0000	-0.5212	-34.2588	-34.9615	0.0000	-0.4102	0.0000	-0.6622	250.0000	131.1396	
339.6230	0.0000	-0.3076	-34.1993	-35.1752	0.0000	-0.4102	0.0000	-0.4486	250.0000	133.9563	
339.6730	0.0000	-0.3076	-34.2197	-34.7479	0.0000	-0.1965	0.0000	-0.2350	250.0000	131.4540	
339.7220	0.0000	-0.0940	-34.1501	-34.9615	0.0000	-0.4102	0.0000	-0.6622	250.0000	128.7402	
339.7730	0.0000	-0.3076	-34.0973	-34.7479	0.0000	-0.1965	0.0000	-0.8759	250.0000	129.9899	
339.8220	0.0000	-0.0940	-34.1630	-34.7479	0.0000	-0.1965	0.0000	-0.8759	250.0000	135.5936	
339.8730	0.0000	-0.3076	-34.2703	-34.7479	0.0000	-0.1965	0.0000	-0.8759	250.0000	143.6112	
339.9230	0.0000	-0.3076	-34.2759	-34.7479	0.0000	-0.1965	0.0000	-0.8759	250.0000	145.4059	
339.9730	0.0000	-0.5212	-34.1959	-34.7479	0.0000	-0.4102	0.0000	-0.6622	250.0000	142.1032	
340.0220	0.0000	-0.3076	-34.1706	-35.1752	0.0000	-0.4102	0.0000	-0.8759	250.0000	141.5234	
340.0730	0.0000	-0.3076	-34.1356	-34.7479	0.0000	-0.6238	0.0000	-0.6622	250.0000	141.9040	
340.1230	0.0000	-0.3076	-34.1166	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	136.1556	
340.1730	0.0000	-0.3076	-34.0321	-34.7479	0.0000	-0.1965	0.0000	-0.6622	250.0000	138.4348	
340.2220	0.0000	-0.3076	-34.0002	-34.7479	0.0000	-0.1965	0.0000	-0.6622	250.0000	138.1250	
340.2730	0.0000	-0.3076	-33.9894	-34.7479	0.0000	-0.1965	0.0000	-0.6622	250.0000	139.0311	
340.3220	0.0000	-0.3076	-34.1194	-34.7479	0.0000	-0.4102	0.0000	-0.8759	250.0000	148.3748	
340.3720	0.0000	-0.5212	-34.1236	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	150.0410	
340.4220	0.0000	-0.5212	-34.0401	-34.5343	0.0000	-0.4102	0.0000	-0.4486	250.0000	146.4360	
340.4720	0.0000	-0.3076	-33.9818	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	144.4271	
340.5220	0.0000	-0.3076	-33.9928	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	146.5873	
340.5720	0.0000	-0.5212	-33.9443	-34.7479	0.0000	-0.4102	0.0000	-0.4486	250.0000	145.1164	
340.6220	0.0000	-0.7349	-33.9519	-34.9615	0.0000	-0.1965	0.0000	-0.6622	250.0000	147.0274	
340.6720	0.0000	-0.3076	-33.8827	-34.5343	0.0000	-0.4102	0.0000	-0.6622	250.0000	144.3639	
340.7230	0.0000	-0.5212	-33.8781	-34.5343	0.0000	-0.1965	0.0000	-0.6622	250.0000	145.5950	
340.7720	0.0000	-0.3076	-33.8515	-34.3207	0.0000	-0.1965	0.0000	-0.4486	250.0000	145.4676	
340.8220	0.0000	-0.3076	-33.7694	-34.3207	0.0000	-0.4102	0.0000	-0.6622	250.0000	142.0506	
340.8720	0.0000	-0.3076	-33.7269	-34.3207	0.0000	-0.4102	0.0000	-0.6622	250.0000	141.0130	
340.9230	0.0000	-0.5212	-33.6835	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	139.9599	
340.9730	0.0000	-0.3076	-33.7195	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	143.6454	
341.0220	0.0000	-0.3076	-33.9262	-34.3207	0.0000	-0.4102	0.0000	-0.4486	250.0000	157.3544	
341.0730	0.0000	-0.3076	-33.8277	-34.1071	0.0000	-0.4102	0.0000	-0.6622	250.0000	149.9578	
341.1220	0.0000	-0.3076	-33.7565	-34.5343	0.0000	-0.4102	0.0000	-0.4486	250.0000	157.6751	
341.1730	0.0000	-0.3076	-33.8638	-34.5343	0.0000	-0.6238	0.0000	-0.4486	250.0000	156.6084	
341.2220	0.0000	-0.0940	-33.8245	-34.3207	0.0000	-0.1965	0.0000	-0.2350	250.0000	156.6084	
341.2730	0.0000	-0.5212	-33.6886	-34.5343	0.0000	-0.4102	0.0000	-0.0214	250.0000	149.8445	
341.3230	0.0000	-0.5212	-33.6994	-34.5343	0.0000	-0.4102	0.0000	-0.4486	250.0000	151.8728	
341.3720	0.0000	-0.5212	-33.6438	-34.5343	0.0000	-0.4102	0.0000	-0.2350	250.0000	149.9456	
341.4230	0.0000	-0.3076	-33.6415	-34.5343	0.0000	-0.1965	0.0000	-0.2350	250.0000	151.1935	
341.4730	0.0000	-0.3076	-33.5965	-34.5343	0.0000	-0.4102	0.0000	-0.4486	250.0000	145.7533	
341.5220	0.0000	-0.0940	-33.5028	-34.5343	0.0000	-0.4102	0.0000	-0.0214	250.0000	147.3307	
341.5720	0.0000	-0.3076	-33.5056	-34.3207	0.0000	-0.4102	0.0000	-0.6622	250.0000	149.6202	
341.6220	0.0000	-0.0940	-33.5203	-34.3207	0.0000	-0.1965	0.0000	-0.4486	250.0000	149.6202	
341.6730	0.0000	-0.5212	-33.4732	-34.1071	0.0000	-0.4102	0.0000	-0.4486	250.0000	148.2381	
341.7230	0.0000	-0.7349	-33.4674	-34.1071	0.0000	-0.4102	0.0000	-0.6622	250.0000	149.2826	
341.7720	0.0000	-0.7349	-33.4150	-34.1071	0.0000	-0.4102	0.0000	-0.4486	250.0000	147.5719	
341.8220	0.0000	-0.5212	-33.4371	-33.8934	0.0000	-0.1965	0.0000	-0.4486	250.0000	150.3483	
341.8730	0.0000	-0.7349	-33.4274	-33.8934	0.0000	-0.4102	0.0000	-0.4486	250.0000	159.3270	
341.9230	0.0000	-0.5212	-33.5431	-33.8934	0.0000	-0.4102	0.0000	-0.4486	250.0000	160.3691	
341.9730	0.0000	-0.3076	-33.5395	-33.8934	0.0000	-0.1965	0.0000	-0.2350	250.0000	157.5045	
342.0230	0.0000	-0.5212	-33.4695	-33.6798	0.0000	-0.1965	0.0000	-0.4486	250.0000	157.5045	
342.0730	0.0000	-0.5212	-37.7033	-34.5343	0.0000	-0.4102	0.0000	-0.2350	0.0000	158.7590	
342.1230	0.0000	-0.5212	-37.7318	-35.6024	0.0000	-0.4102	0.0000	-0.4486	0.0000	158.2870	
342.1730	0.0000	-0.3076	-37.7783	-36.6705	0.0000	-0.4102	0.0000	-0.6622	0.0000	158.7953	
342.2230	0.0000	-0.3076	-37.8214	-38.3795	0.0000	-0.4102	0.0000	-0.6622	0.0000	159.1220	
342.2730	0.0000	-0.7349	-37.6624	-39.0204	0.0000	-0.1965	0.0000	-0.4486	0.0000	108.7719	
342.3220	0.0000	-0.5212	-37.0398	-39.6613	0.0000	-0.4102	0.0000	-0.4486	0.0000	84.3760	
342.3730	0.0000	-0.0940	-36.6528	-40.0885	0.0000	-0.1965	0.0000	-0.4486	0.0000	70.7389	
342.4220	0.0000	-0.5212	-36.4413	-39.8749	0.0000	-0.4102	0.0000	-0.4486	0.0000	70.7389	
342.4730	0.0000	-0.3076	-36.1350	-39.4476	0.0000	-0.1965	0.0000	-0.4486	0.0000	51.6570	
342.5230	0.0000	-0.0940	-35.8876	-38.3795	0.0000	-0.1965	0.0000	-0.4486	0.0000	36.2885	
342.5730	0.0000	-0.3076	-35.8624	-37.3114	0.0000	-0.4102	0.0000	-0.6622	0.0000	34.2915	
342.6230	0.0000	-0.5212	-36.0973	-36.4569	0.0000	-0.4102	0.0000	-0.4486	0.0000	47.7281	
342.6720	0.0000	-0.3076	-36.3303	-36.2433	0.0000	-0.4102	0.0000	-0.4486	0.0000	85.2994	
342.7220	0.0000	-0.5212	-36.7591	-35.8160	0.0000	-0.1965	0.0000	-0.8759	0.0000	92.7804	
342.7730	0.0000	-0.5212	-36.9053	-36.0297	0.0000	-0.1965	0.0000	-0.6622	0.0000	102.1507	
342.8230	0.0000	-0.3076	-37.0862	-36.0297	0.0000	-0.4102	0.0000	-0.6622	0.0000	102.1507	
342.8730	0.0000	-0.3076	-37.4598	-36.6705	0.0000	-0.4102	0.0000	-0.4486	0.0000	122.9032	
342.9220	0.0000	-0.3076	-37.5831	-37.5250	0.0000	-0.4102	0.0000	-0.4486	0.0000	128.5410	
342.9720	0.0000	-0.0940	-37.5984	-37.9523	0.0000	-0.4102	0.0000	-0.2350	0.0000	127.6280	
343.0220	0.0000	-0.5212	-37.5123	-38.3795	0.0000	-0.4102	0.0000	-0.4486	0.0000	120.7817	
343.0720	0.0000	-0.0940	-37.3914	-38.8068	0.0000	-0.4102	0.0000	-0.6622	0.0000	88.7516	
343.1220	0.0000	-0.3076	-37.0250	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	84.3601	
343.1720	0.0000	-0.5212	-36.9715	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	79.2633	
343.2230	0.0000	-0.3076	-36.9046	-38.3795	0.0000	-0.4102	0.0000	-0.4486	0.0000	79.2633	
343.2720	0.0000	-0.3076	-36.7148	-38.3795	0.0000	-0.1965	0.0000	-0.6622	0.0000	66.9089	
343.3220	0.0000	-0.3076	-36.6479	-37.9523	0.0000	-0.4102	0.0000	-0.6622	0.0000	61.9973	
343.3730	0.0000	-0.3076	-36.7028	-37.7386	0.0000	-0.1965	0.0000	-0.6622	0.0000	64.3893	
343.4230	0.0000	-0.0940	-36.8300	-37.5250	0.0000	-0.4102	0.0000	-0.4486	0.0000	70.8481	
343.4720	0.0000	-0.3076	-36.8434	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	84.3722	
343.5220	0.0000	-0.3076	-37.0893	-37.3114	0.0000	-0.4102	0.0000	-0.8759	0.0000	87.3133	
343.5720	0.0000	-0.5212	-37.1589	-37.3114	0.0000	-0.4102	0.0000	-0.4486	0.0000	88.4587	
343.6220	0.0000	-0.3076	-37.1983	-37.3114	0.0000	-0.1965	0.0000	-0.2350	0.0000	88.4587	
343.6720	0.0000	-0.7349	-37.2660	-37.5250	0.0000	-0.4102	0.0000	-0.2350	0.0000	91.2160	
343.7220	0.0000	-0.3076	-37.2747	-37.7386	0.0000	-0.1965	0.0000	-0.4486	0.0000	90.4402	
343.7730	0.0000	-0.3076	-37.3506	-37.5250	0.0000	-0.6238	0.0000	-0.4486	0.0000	93.6764	
343.8220	0.0000	-0.3076	-37.4564	-37.7386	0.0000	-0.1965	0.0000	-0.8759	0.0000	98.6565	
343.8720	0.0000	-0.5212	-37.4825	-37.9523	0.0000	-0.1965	0.0000	-0.8759	0.0000	95.5195	
343.9220	0.0000	-0.3076	-37.4500	-38.1659	0.0000	-0.1965	0.0000	-0.6622	0.0000	88.8107	
343.9720	0.0000	-0.5212	-37.3587	-38.1659	0.0000	0.0171	0.0000	-0.6622	0.0000	83.9906	
344.0230	0.0000	-0.3076	-37.2975	-38.1659	0.0000	-0.1965	0.0000	-0.4486	0.0000	83.9906	
344.0720	0.0000	-0.5212	-37.1888	-38.1659	0.0000	-0.4102	0.0000	-0.4486	0.0000	76.3868	
344.1230	0.0000	-0.3076	-37.2603	-38.1659	0.0000	-0.6238	0.0000	-0.4486	0.0000	79.5387	
344.1720	0.0000	-0.5212	-37.2914	-38.3795	0.0000	-0.6238	0.0000	-0.2350	0.0000	80.2978	
344.2220	0.0000	-0.3076	-37.1945	-38.3795	0.0000	-0.4102	0.0000	-0.2350	0.0000	73.1247	
344.2730	0.0000	-0.5212	-37.2063	-38.1659	0.0000	-0.4102	0.0000	-0.6622	0.0000	73.5276	
344.3220	0.0000	-0.3076	-37.2306	-38.3795	0.0000	-0.1965	0.0000	-0.6622	0.0000	75.3751	
344.3730	0.0000	-0.5212	-37.2791	-37.9523	0.0000	-0.1965	0.0000	-0.4486	0.0000	75.6165	
344.4230	0.0000	-0.3076	-37.3005	-37.9523	0.0000	0.0171	0.0000	-0.6622	0.0000	75.6165	
344.4730	0.0000	-0.3076	-37.3630	-37.9523	0.0000	-0.4102	0.0000	-0.4486	0.0000	78.2328	
344.5230	0.0000	-0.3076	-37.4647	-37.7386	0.0000	-0.1965	0.0000	-0.6622	0.0000	83.1690	
344.5720	0.0000	-0.3076	-37.4893	-37.7386	0.0000	-0.1965	0.0000	-0.6622	0.0000	83.4724	
344.6220	0.0000	-0.3076	-37.5080	-37.7386	0.0000	-0.4102	0.0000	-0.4486	0.0000	76.6917	
344.6720	0.0000	-0.3076	-37.4135	-38.1659	0.0000	-0.1965	0.0000	-0.4486	0.0000	76.6917	
344.7230	0.0000	-0.3076	-37.5657	-37.9523	0.0000	-0.4102	0.0000	-0.4486	0.0000	84.6592	
344.7730	0.0000	-0.5212	-37.6287	-37.9523	0.0000	-0.4102	0.0000	-0.6622	0.0000	87.1961	
344.8220	0.0000	-0.5212	-37.6244	-38.1659	0.0000	-0.1965	0.0000	-0.4486	0.0000	85.7544	
344.8720	0.0000	-0.5212	-37.6628	-37.9523	0.0000	-0.1965	0.0000	-0.4486	0.0000	86.8209	
344.9230	0.0000	-0.5212	-37.5486	-38.3795	0.0000	-0.4102	0.0000	-0.4486	0.0000	78.7880	
344.9720	0.0000	-0.5212	-37.5611	-38.3795	0.0000	-0.4102	0.0000	-0.6622	0.0000	78.4524	
345.0220	0.0000	-0.3076	-37.5080	-38.3795	0.0000	-0.6238	0.0000	-0.4486	0.0000	74.1908	
345.0720	0.0000	-0.3076	-37.5558	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	75.9909	
345.1230	0.0000	-0.3076	-37.6299	-38.3795	0.0000	-0.1965	0.0000	-0.4486	0.0000	79.3256	
345.1730	0.0000	-0.3076	-37.5168	-38.3795	0.0000	-0.4102	0.0000	-0.6622	0.0000	71.4691	
345.2230	0.0000	-0.0940	-37.5332	-38.3795	0.0000	-0.4102	0.0000	-0.6622	0.0000	70.3285	
345.2730	0.0000	-0.5212	-37.4877	-38.1659	0.0000	-0.4102	0.0000	-0.4486	0.0000	67.7461	
345.3230	0.0000	-0.5212	-37.5676	-38.1659	0.0000	-0.4102	0.0000	-0.6622	0.0000	71.5424	
345.3720	0.0000	-0.3076	-37.6544	-38.1659	0.0000	-0.4102	0.0000	-0.6622	0.0000	75.7360	
345.4220	0.0000	-0.5212	-37.5815	-37.9523	0.0000	-0.1965	0.0000	-0.4486	0.0000	70.3305	
345.4730	0.0000	-0.5212	-37.5986	-37.9523	0.0000	-0.4102	0.0000	-0.6622	0.0000	70.0546	
345.5230	0.0000	-0.3076	-37.6101	-38.1659	0.0000	-0.4102	0.0000	-0.2350	0.0000	70.0546	
345.5730	0.0000	-0.5212	-37.7875	-38.1659	0.0000	-0.4102	0.0000	-0.8759	0.0000	79.5718	
345.6230	0.0000	-0.3076	-37.8248	-38.3795	0.0000	-0.6238	0.0000	-0.6622	0.0000	80.6960	
345.6720	0.0000	-0.3076	-37.8511	-38.1659	0.0000	-0.4102	0.0000	-0.4486	0.0000	81.1271	
345.7230	0.0000	-0.3076	-37.8822	-38.8068	0.0000	-0.1965	0.0000	-0.4486	0.0000	81.8248	
345.7720	0.0000	-0.5212	-37.9305	-38.5931	0.0000	-0.1965	0.0000	-0.4486	0.0000	83.5826	
345.8220	0.0000	-0.5212	-37.8871	-38.5931	0.0000	-0.1965	0.0000	-0.6622	0.0000	79.8040	
345.8720	0.0000	-0.3076	-37.9057	-38.8068	0.0000	-0.1965	0.0000	-0.6622	0.0000	75.8614	
345.9230	0.0000	-0.5212	-37.8576	-38.8068	0.0000	-0.4102	0.0000	-0.4486	0.0000	75.8614	
345.9730	0.0000	-0.5212	-37.8680	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	75.4201	
346.0220	0.0000	-0.3076	-37.8428	-38.8068	0.0000	-0.6238	0.0000	-0.6622	0.0000	72.8856	
346.0720	0.0000	-0.3076	-37.9403	-38.8068	0.0000	-0.4102	0.0000	-0.6622	0.0000	77.6795	
346.1220	0.0000	-0.3076	-37.9114	-38.5931	0.0000	-0.1965	0.0000	-0.6622	0.0000	74.8844	
346.1720	0.0000	-0.5212	-37.8962	-38.8068	0.0000	-0.4102	0.0000	-0.2350	0.0000	72.9658	
346.2220	0.0000	-0.3076	-37.8969	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	71.9707	
346.2730	0.0000	-0.3076	-37.9533	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	74.3348	
346.3230	0.0000	-0.5212	-37.9720	-38.3795	0.0000	-0.1965	0.0000	-0.2350	0.0000	74.4049	
346.3730	0.0000	-0.5212	-37.8864	-38.5931	0.0000	-0.4102	0.0000	-0.4486	0.0000	68.2979	
346.4220	0.0000	-0.5212	-37.8654	-38.5931	0.0000	-0.4102	0.0000	-0.8759	0.0000	66.1266	
346.4730	0.0000	-0.3076	-37.9249	-38.8068	0.0000	-0.4102	0.0000	-0.6622	0.0000	68.7367	
346.5230	0.0000	-0.3076	-37.9184	-38.3795	0.0000	-0.4102	0.0000	-0.6622	0.0000	67.3945	
346.5730	0.0000	-0.3076	-37.9499	-38.3795	0.0000	-0.6238	0.0000	-0.4486	0.0000	68.3212	
346.6220	0.0000	-0.3076	-37.9452	-38.5931	0.0000	-0.4102	0.0000	-0.6622	0.0000	67.1119	
346.6720	0.0000	-0.0940	-37.9778	-38.5931	0.0000	-0.4102	0.0000	-0.6622	0.0000	68.1059	
346.7220	0.0000	-0.5212	-38.0435	-38.8068	0.0000	-0.4102	0.0000	-0.6622	0.0000	71.0554	
346.7730	0.0000	-0.3076	-38.0416	-38.8068	0.0000	-0.4102	0.0000	-0.6622	0.0000	69.9551	
346.8220	0.0000	-0.3076	-38.0220	-38.8068	0.0000	-0.4102	0.0000	-0.4486	0.0000	67.8457	
346.8730	0.0000	-0.3076	-37.9987	-38.5931	0.0000	-0.6238	0.0000	-0.8759	0.0000	65.5000	
346.9230	0.0000	-0.5212	-38.1118	-38.8068	0.0000	-0.4102	0.0000	-0.6622	0.0000	71.3068	
346.9720	0.0000	-0.3076	-38.1486	-38.8068	0.0000	-0.4102	0.0000	-0.4486	0.0000	72.4947	
347.0220	0.0000	-0.5212	-38.1301	-38.5931	0.0000	-0.4102	0.0000	-0.6622	0.0000	70.3908	
347.0730	0.0000	-0.5212	-38.1149	-38.8068	0.0000	-0.4102	0.0000	-0.4486	0.0000	68.5366	
347.1230	0.0000	-0.5212	-38.2526	-38.5931	0.0000	-0.1965	0.0000	-0.6622	0.0000	75.7594	
347.1730	0.0000	-0.0940	-38.1978	-38.8068	0.0000	-0.4102	0.0000	-0.4486	0.0000	71.4328	
347.2230	0.0000	-0.3076	-38.0995	-39.0204	0.0000	-0.1965	0.0000	-0.2350	0.0000	64.6407	
347.2730	0.0000	-0.3076	-38.1530	-38.8068	0.0000	-0.1965	0.0000	-0.6622	0.0000	66.8942	
347.3220	0.0000	-0.0940	-38.2009	-39.0204	0.0000	-0.1965	0.0000	-0.2350	0.0000	68.8301	
347.3720	0.0000	-0.3076	-38.1585	-38.8068	0.0000	-0.4102	0.0000	-0.8759	0.0000	65.3503	
347.4220	0.0000	-0.3076	-38.1317	-38.8068	0.0000	-0.4102	0.0000	-0.8759	0.0000	62.8375	
347.4730	0.0000	-0.3076	-38.2075	-39.0204	0.0000	-0.6238	0.0000	-0.4486	0.0000	66.4682	
347.5220	0.0000	-0.5212	-38.3012	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	71.0823	
347.5730	0.0000	-0.3076	-38.3025	-39.0204	0.0000	-0.1965	0.0000	-0.4486	0.0000	70.1926	
347.6230	0.0000	-0.3076	-38.2768	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	67.6989	
347.6730	0.0000	-0.3076	-38.2622	-39.0204	0.0000	-0.1965	0.0000	-0.4486	0.0000	65.8575	
347.7220	0.0000	-0.5212	-38.3162	-39.0204	0.0000	-0.4102	0.0000	-0.2350	0.0000	68.1651	
347.7720	0.0000	-0.5212	-38.2891	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	65.6075	
347.8220	0.0000	-0.0940	-38.2728	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	63.7092	
347.8730	0.0000	-0.3076	-38.2867	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	63.6694	
347.9220	0.0000	-0.3076	-38.2483	-39.2340	0.0000	-0.4102	0.0000	-0.2350	0.0000	60.5037	
347.9730	0.0000	-0.3076	-38.3521	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	65.8085	
348.0230	0.0000	-0.0940	-38.3761	-39.2340	0.0000	-0.4102	0.0000	-0.4486	0.0000	66.3209	
348.0730	0.0000	-0.5212	-38.4214	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	68.0634	
348.1220	0.0000	-0.5212	-38.3567	-39.0204	0.0000	-0.1965	0.0000	-0.4486	0.0000	63.3094	
348.1720	0.0000	-0.5212	-38.2985	-39.4476	0.0000	-0.4102	0.0000	-0.4486	0.0000	58.1687	
348.2220	0.0000	-0.3076	-38.2985	-39.0204	0.0000	-0.4102	0.0000	-0.2350	0.0000	58.0514	
348.2720	0.0000	-0.3076	-38.3101	-39.2340	0.0000	-0.1965	0.0000	-0.4486	0.0000	58.2832	
348.3220	0.0000	-0.5212	-38.3277	-39.0204	0.0000	-0.4102	0.0000	-0.4486	0.0000	57.5156	
