FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Distance,芭府-1[1,4],19,SC,0.7431,,,,
Distance,芭府-1[1,5],29,SC,0.772,,,,
Distance,芭府-1[1,6],39,SC,0.6674,,,,
Distance,芭府-1[1,7],49,SC,0.697,,,,
Distance,芭府-1[1,8],59,SC,0.7735,,,,
Distance,芭府-1[2,3],69,SC,0.7515,,,,
Distance,芭府-1[2,4],79,SC,0.7625,,,,
Distance,芭府-1[2,5],89,SC,0.7508,,,,
Distance,芭府-1[2,6],99,SC,0.7571,,,,
Distance,芭府-1[2,7],109,SC,0.7663,,,,
Distance,芭府-1[2,8],119,SC,0.7674,,,,
Distance,芭府-1[2,9],129,SC,0.7524,,,,
Distance,芭府-1[3,2],139,SC,0.7489,,,,
Distance,芭府-1[3,3],149,SC,0.7262,,,,
Distance,芭府-1[3,4],159,SC,0.7642,,,,
Distance,芭府-1[3,5],169,SC,0.7649,,,,
Distance,芭府-1[3,6],179,SC,0.7599,,,,
Distance,芭府-1[3,7],189,SC,0.7647,,,,
Distance,芭府-1[3,8],199,SC,0.7677,,,,
Distance,芭府-1[3,9],209,SC,0.7616,,,,
Distance,芭府-1[3,10],219,SC,0.7338,,,,
Distance,芭府-1[4,1],229,SC,0.7354,,,,
Distance,芭府-1[4,2],239,SC,0.7401,,,,
Distance,芭府-1[4,3],249,SC,0.748,,,,
Distance,芭府-1[4,4],259,SC,0.7643,,,,
Distance,芭府-1[4,5],269,SC,0.7612,,,,
Distance,芭府-1[4,6],279,SC,0.7747,,,,
Distance,芭府-1[4,7],289,SC,0.7703,,,,
Distance,芭府-1[4,8],299,SC,0.769,,,,
Distance,芭府-1[4,9],309,SC,0.7671,,,,
Distance,芭府-1[4,10],319,SC,0.7642,,,,
Distance,芭府-1[4,11],329,SC,0.7666,,,,
Distance,芭府-1[5,1],339,SC,0.735,,,,
Distance,芭府-1[5,2],349,SC,0.7469,,,,
Distance,芭府-1[5,3],359,SC,0.75,,,,
Distance,芭府-1[5,4],369,SC,0.7673,,,,
Distance,芭府-1[5,5],379,SC,0.7449,,,,
Distance,芭府-1[5,6],389,SC,0.7422,,,,
Distance,芭府-1[5,7],399,SC,0.7718,,,,
Distance,芭府-1[5,8],409,SC,0.7589,,,,
Distance,芭府-1[5,9],419,SC,0.7654,,,,
Distance,芭府-1[5,10],429,SC,0.7606,,,,
Distance,芭府-1[5,11],439,SC,0.7563,,,,
Distance,芭府-1[6,1],449,SC,0.7335,,,,
Distance,芭府-1[6,2],459,SC,0.7478,,,,
Distance,芭府-1[6,3],469,SC,0.7513,,,,
Distance,芭府-1[6,4],479,SC,0.7536,,,,
Distance,芭府-1[6,5],489,SC,0.7479,,,,
Distance,芭府-1[6,6],499,SC,0.7676,,,,
Distance,芭府-1[6,7],509,SC,0.7373,,,,
Distance,芭府-1[6,8],519,SC,0.7375,,,,
Distance,芭府-1[6,9],529,SC,0.7703,,,,
Distance,芭府-1[6,10],539,SC,0.7659,,,,
Distance,芭府-1[6,11],549,SC,0.7623,,,,
Distance,芭府-1[7,1],559,SC,0.7463,,,,
Distance,芭府-1[7,2],569,SC,0.7572,,,,
Distance,芭府-1[7,3],579,SC,0.7522,,,,
Distance,芭府-1[7,4],589,SC,0.7763,,,,
Distance,芭府-1[7,5],599,SC,0.77,,,,
Distance,芭府-1[7,6],609,SC,0.7517,,,,
Distance,芭府-1[7,7],619,SC,0.7581,,,,
Distance,芭府-1[7,8],629,SC,0.7699,,,,
Distance,芭府-1[7,9],639,SC,0.7638,,,,
Distance,芭府-1[7,10],649,SC,0.7632,,,,
Distance,芭府-1[7,11],659,SC,0.7579,,,,
