FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Distance,芭府-1[1,4],19,SC,0.7514,,,,
Distance,芭府-1[1,5],29,SC,0.7382,,,,
Distance,芭府-1[1,6],39,SC,0.7533,,,,
Distance,芭府-1[1,7],49,SC,0.7413,,,,
Distance,芭府-1[1,8],59,SC,0.7355,,,,
Distance,芭府-1[2,3],69,SC,0.7344,,,,
Distance,芭府-1[2,4],79,SC,0.736,,,,
Distance,芭府-1[2,5],89,SC,0.7514,,,,
Distance,芭府-1[2,6],99,SC,0.7547,,,,
Distance,芭府-1[2,7],109,SC,0.7395,,,,
Distance,芭府-1[2,8],119,SC,0.7897,,,,
Distance,芭府-1[2,9],129,SC,0.7401,,,,
Distance,芭府-1[3,2],139,SC,0.754,,,,
Distance,芭府-1[3,3],149,SC,0.7361,,,,
Distance,芭府-1[3,4],159,SC,0.7218,,,,
Distance,芭府-1[3,5],169,SC,0.7348,,,,
Distance,芭府-1[3,6],179,SC,0.7222,,,,
Distance,芭府-1[3,7],189,SC,0.7242,,,,
Distance,芭府-1[3,8],199,SC,0.7394,,,,
Distance,芭府-1[3,9],209,SC,0.7356,,,,
Distance,芭府-1[3,10],219,SC,0.7641,,,,
Distance,芭府-1[4,1],229,SC,0.7602,,,,
Distance,芭府-1[4,2],239,SC,0.7369,,,,
Distance,芭府-1[4,3],249,SC,0.7579,,,,
Distance,芭府-1[4,4],259,SC,0.7588,,,,
Distance,芭府-1[4,5],269,SC,0.7525,,,,
Distance,芭府-1[4,6],279,SC,0.7557,,,,
Distance,芭府-1[4,7],289,SC,0.7578,,,,
Distance,芭府-1[4,8],299,SC,0.7626,,,,
Distance,芭府-1[4,9],309,SC,0.7552,,,,
Distance,芭府-1[4,10],319,SC,0.7535,,,,
Distance,芭府-1[4,11],329,SC,0.7608,,,,
Distance,芭府-1[5,1],339,SC,0.7486,,,,
Distance,芭府-1[5,2],349,SC,0.7723,,,,
Distance,芭府-1[5,3],359,SC,0.7594,,,,
Distance,芭府-1[5,4],369,SC,0.7413,,,,
Distance,芭府-1[5,5],379,SC,0.7367,,,,
Distance,芭府-1[5,6],389,SC,0.7543,,,,
Distance,芭府-1[5,7],399,SC,0.7603,,,,
Distance,芭府-1[5,8],409,SC,0.755,,,,
Distance,芭府-1[5,9],419,SC,0.7557,,,,
Distance,芭府-1[5,10],429,SC,0.7514,,,,
Distance,芭府-1[5,11],439,SC,0.7519,,,,
Distance,芭府-1[6,1],449,SC,0.7541,,,,
Distance,芭府-1[6,2],459,SC,0.7586,,,,
Distance,芭府-1[6,3],469,SC,0.7601,,,,
Distance,芭府-1[6,4],479,SC,0.7796,,,,
Distance,芭府-1[6,5],489,SC,0.7541,,,,
Distance,芭府-1[6,6],499,SC,0.7469,,,,
Distance,芭府-1[6,7],509,SC,0.7469,,,,
Distance,芭府-1[6,8],519,SC,0.7577,,,,
