FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Distance,로컬높이_1,4,SC,0.5029,,,,,
Distance,높이_1,5,SC,0.5020,,,,,
Distance,로컬높이_2,8,SC,0.4949,,,,,
Distance,높이_2,9,SC,0.4941,,,,,
Distance,로컬높이_3,12,SC,0.4937,,,,,
Distance,높이_3,13,SC,0.4935,,,,,
Distance,로컬높이_4,16,SC,0.4971,,,,,
Distance,높이_4,17,SC,0.4979,,,,,
Distance,로컬높이_5,20,SC,0.5074,,,,,
Distance,높이_5,21,SC,0.5078,,,,,
Distance,로컬높이_6,24,SC,0.5041,,,,,
Distance,높이_6,25,SC,0.5040,,,,,
Distance,로컬높이_7,28,SC,0.4943,,,,,
Distance,높이_7,29,SC,0.4946,,,,,
Distance,로컬높이_8,32,SC,0.4952,,,,,
Distance,높이_8,33,SC,0.4958,,,,,
Distance,로컬높이_9,36,SC,0.4935,,,,,
Distance,높이_9,37,SC,0.4948,,,,,
Distance,거리-19,40,SC,0.4997,,,,,
Distance,높이_10,41,SC,0.5011,,,,,
Distance,로컬높이_11,44,SC,0.5037,,,,,
Distance,높이_11,45,SC,0.5050,,,,,
Distance,로컬높이_12,48,SC,0.4953,,,,,
Distance,높이_12,49,SC,0.4965,,,,,
Distance,로컬높이_13,52,SC,0.4967,,,,,
Distance,높이_13,53,SC,0.4980,,,,,
Distance,로컬높이_14,56,SC,0.4968,,,,,
Distance,높이_14,57,SC,0.4980,,,,,
Distance,로컬높이_15,60,SC,0.4922,,,,,
Distance,높이_15,61,SC,0.4938,,,,,
Distance,로컬높이_16,64,SC,0.5016,,,,,
Distance,높이_16,65,SC,0.5026,,,,,
Distance,로컬높이_17,68,SC,0.5011,,,,,
Distance,높이_17,69,SC,0.5024,,,,,
Distance,로컬높이_19,71,SC,0.5012,,,,,
Distance,로컬높이_18,73,SC,0.4932,,,,,
Distance,높이_18,74,SC,0.4942,,,,,
Distance,로컬높이_19진짜,76,SC,0.4968,,,,,
Distance,로컬높이_19진짜진짜,78,SC,0.4961,,,,,
Distance,높이_19,79,SC,0.4976,,,,,
Distance,로컬높이_20,82,SC,0.4948,,,,,
Distance,높이_20,83,SC,0.4965,,,,,
Distance,로컬높이_21,86,SC,0.4947,,,,,
Distance,높이_21,87,SC,0.4961,,,,,
Distance,로컬높이_22,90,SC,0.4935,,,,,
Distance,높이_22,91,SC,0.4948,,,,,
Distance,로컬높이_23,94,SC,0.4940,,,,,
Distance,높이_23,95,SC,0.4953,,,,,
Distance,로컬높이_24,98,SC,0.4792,,,,,
Distance,높이_24,99,SC,0.4810,,,,,
Distance,로컬높이_25,102,SC,0.4980,,,,,
Distance,높이_25,103,SC,0.5001,,,,,
