FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Point,점-3,3,Coord_X,152.4742,,,,,
Point,점-3,3,Coord_Y,145.3585,,,,,
Point,점-3,3,Coord_Z,10.8325,,,,,
Distance,로컬높이_1,4,SC,0.4939,,,,,
Distance,높이_1,5,SC,0.4943,,,,,
Distance,로컬높이_2,8,SC,0.4876,,,,,
Distance,높이_2,9,SC,0.4884,,,,,
Distance,로컬높이_3,12,SC,0.4807,,,,,
Distance,높이_3,13,SC,0.4816,,,,,
Distance,로컬높이_4,16,SC,0.4962,,,,,
Distance,높이_4,17,SC,0.4978,,,,,
Distance,로컬높이_5,20,SC,0.4699,,,,,
Distance,높이_5,21,SC,0.4715,,,,,
Distance,로컬높이_6,24,SC,0.4810,,,,,
Distance,높이_6,25,SC,0.4833,,,,,
Distance,로컬높이,28,SC,0.4875,,,,,
Distance,높이_7,29,SC,0.4898,,,,,
Distance,로컬거리_8,32,SC,0.5070,,,,,
Distance,높이_8,33,SC,0.5091,,,,,
Distance,로컬높이_9,36,SC,0.4854,,,,,
Distance,높이_9,37,SC,0.4880,,,,,
Distance,로컬높이_10,40,SC,0.4854,,,,,
Distance,높이_10,41,SC,0.4890,,,,,
Distance,로컬높이_11,44,SC,0.4811,,,,,
Distance,높이_11,45,SC,0.4845,,,,,
Distance,로컬높이_12,48,SC,0.4888,,,,,
Distance,높이_12,49,SC,0.4925,,,,,
Distance,로컬높이_13,52,SC,0.5042,,,,,
Distance,높이_13,53,SC,0.5081,,,,,
Distance,로컬높이_14,56,SC,0.4881,,,,,
Distance,높이_14,57,SC,0.4921,,,,,
Distance,로컬높이_15_,60,SC,0.5050,,,,,
Distance,높이_15,61,SC,0.5097,,,,,
Distance,로컬노핑_16,64,SC,0.4856,,,,,
Distance,높이_16,65,SC,0.4856,,,,,
Distance,높이_16수정,66,SC,0.4901,,,,,
Distance,로컬높이_17,69,SC,0.4874,,,,,
Distance,높이_17,70,SC,0.4919,,,,,
Distance,로컬높이_18,73,SC,0.4695,,,,,
Distance,높이_18,74,SC,0.4743,,,,,
Distance,로컬높이_19,77,SC,0.4851,,,,,
Distance,높이_19,78,SC,0.4903,,,,,
Distance,로컬높이_20,81,SC,0.4818,,,,,
Distance,높이_20,82,SC,0.4873,,,,,
Distance,로컬높이_21,85,SC,0.4888,,,,,
Distance,높이_21,86,SC,0.4944,,,,,
Distance,로컬높이_22,89,SC,0.4992,,,,,
Distance,높이_22,90,SC,0.5050,,,,,
Distance,로컬높이_23,93,SC,0.4837,,,,,
Distance,높_23,94,SC,0.4897,,,,,
Distance,로컬높이_24,97,SC,0.4957,,,,,
Distance,높이_24,98,SC,0.5021,,,,,
Distance,로컬높이_25,101,SC,0.4811,,,,,
Distance,높이_25,102,SC,0.4876,,,,,
