FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Distance,로컬높이_1,4,SC,0.5006,,,,,
Distance,높이_1,5,SC,0.5006,,,,,
Distance,로컬높이_2,8,SC,0.5000,,,,,
Distance,높이_2,9,SC,0.5001,,,,,
Distance,로컬높이_3,12,SC,0.5039,,,,,
Distance,높이_3,13,SC,0.5036,,,,,
Distance,로컬높이_4,16,SC,0.4910,,,,,
Distance,높이_4,17,SC,0.4905,,,,,
Distance,로컬높이_5,20,SC,0.4935,,,,,
Distance,높이_5,21,SC,0.4932,,,,,
Distance,로컬높이_6,24,SC,0.5052,,,,,
Distance,높이_6,25,SC,0.5054,,,,,
Distance,로컬높이_7,28,SC,0.4915,,,,,
Distance,높이_7,29,SC,0.4924,,,,,
Distance,로컬높이_8,33,SC,0.5143,,,,,
Distance,높이_8,34,SC,0.5154,,,,,
Distance,로컬높이_9,37,SC,0.4894,,,,,
Distance,높이_9,38,SC,0.4903,,,,,
Distance,로컬높이_10,41,SC,0.5007,,,,,
Distance,높이_10,42,SC,0.5007,,,,,
Distance,높이_10수정,43,SC,0.5017,,,,,
Distance,로컬높이_11,46,SC,0.4912,,,,,
Distance,높이_11,47,SC,0.4928,,,,,
Distance,로컬높이_12,50,SC,0.4961,,,,,
Distance,높이_12,51,SC,0.4978,,,,,
Distance,로컬높이_13,54,SC,0.4892,,,,,
Distance,높이_13,55,SC,0.4910,,,,,
Distance,로컬높이_14,58,SC,0.4908,,,,,
Distance,높이_14,59,SC,0.4924,,,,,
Distance,로컬높이_15,62,SC,0.4896,,,,,
Distance,높이_15,63,SC,0.4908,,,,,
Distance,로컬높이_16,66,SC,0.4920,,,,,
Distance,높이_16,67,SC,0.4940,,,,,
Distance,로컬높이_17,70,SC,0.4897,,,,,
Distance,높이_17,71,SC,0.4919,,,,,
Distance,로컬높이_18,74,SC,0.4864,,,,,
Distance,높이_18,75,SC,0.4884,,,,,
Distance,로컬높이_19,78,SC,0.4908,,,,,
Distance,높이_19,79,SC,0.4929,,,,,
Distance,로컬높이_20,82,SC,0.4893,,,,,
Distance,높이_20,83,SC,0.4893,,,,,
Distance,높이_20수정,84,SC,0.4912,,,,,
Distance,로컬높이_21,87,SC,0.4875,,,,,
Distance,높이_21,88,SC,0.4901,,,,,
Distance,로컬높이_22,91,SC,0.4899,,,,,
Distance,높이_22,92,SC,0.4924,,,,,
Distance,로컬높이_23,95,SC,0.4900,,,,,
Distance,높이_23,96,SC,0.4923,,,,,
Distance,로컬높이_24,99,SC,0.4874,,,,,
Distance,높이_24,100,SC,0.4895,,,,,
Distance,로컬높이_25,103,SC,0.4878,,,,,
Distance,높이_25,104,SC,0.4899,,,,,
