,0
a+b,12.9058
c+d,10.507
e,13.6353
f,0.7917
g,0.5010249999999999
g_1,0.5056
g_2,0.5061
g_3,0.4929
g_4,0.4995
h,1.00815
h_1,1.0097
h_2,1.0132
h_3,1.004
h_4,1.0057
j,0.009125
j_1,0.0141
j_2,0.0027
j_3,0.0036
j_4,0.0161
k,0.7553
l,1.5535
m,2.4029
n,3.1849
o,3.9685
p,0.804
q,1.5953
r,2.3889
s,3.1848
t,3.9773
u,0.8016
v,1.5974
w,2.3916
x,3.1894
y,3.9818
z,0.7917
1,1.5856
2,2.3835
3,3.1794
4,3.973
base_flatness,0.0041
support_flatness,0.0021
