,0
a+b,12.9612
c+d,10.5011
e,13.639
f,0.7926
g,0.5012
g_1,0.5025
g_2,0.5105
g_3,0.4945
g_4,0.4973
h,1.005675
h_1,1.0098
h_2,1.0057
h_3,1.0015
h_4,1.0057
j,0.006500000000000001
j_1,0.0069
j_2,0.0034
j_3,0.0016
j_4,0.0141
k,0.758
l,1.549
m,2.3791
n,3.1857
o,3.9777
p,0.8164
q,1.6083
r,2.3904
s,3.1823
t,3.9805
u,0.8016
v,1.5963
w,2.3912
x,3.1864
y,3.978
z,0.7926
1,1.5853
2,2.3822
3,3.1773
4,3.977
base_flatness,0.0016
support_flatness,0.0024
