,0
a+b,12.9108
c+d,10.5008
e,13.6494
f,0.7968
g,0.456525
g_1,0.4593
g_2,0.4532
g_3,0.4495
g_4,0.4641
h,1.002
h_1,1.005
h_2,0.9999
h_3,0.9977
h_4,1.0054
j,0.010375
j_1,0.0083
j_2,0.0184
j_3,0.0044
j_4,0.0104
k,0.7955
l,1.5886
m,2.384
n,3.1785
o,3.9755
p,0.795
q,1.5901
r,2.3869
s,3.1802
t,3.9744
u,0.7931
v,1.5897
w,2.3854
x,3.1765
y,3.9701
z,0.7968
1,1.5938
2,2.3879
3,3.1824
4,3.9773
base_flatness,0.0
support_flatness,0.001
