,0
a+b,12.8884
c+d,10.4983
e,13.6457
f,0.7951
g,0.498
g_1,0.5006
g_2,0.5051
g_3,0.4911
g_4,0.4952
h,1.0074
h_1,1.0124
h_2,1.0109
h_3,1.0011
h_4,1.0052
j,0.0079
j_1,0.003
j_2,0.0116
j_3,0.006
j_4,0.011
k,0.7621
l,1.5532
m,2.3756
n,3.198
o,3.9494
p,0.8074
q,1.5951
r,2.3792
s,3.1763
t,3.9761
u,0.796
v,1.5899
w,2.3824
x,3.1807
y,3.9733
z,0.7951
1,1.5906
2,2.3885
3,3.1806
4,3.9809
base_flatness,0.0036
support_flatness,0.0019
