,0
a+b,12.9214
c+d,10.5006
e,13.6704
f,0.7955
g,0.45755
g_1,0.4621
g_2,0.452
g_3,0.4499
g_4,0.4662
h,1.0019250000000002
h_1,1.0054
h_2,1.0032
h_3,0.9984
h_4,1.0007
j,0.01055
j_1,0.0104
j_2,0.0196
j_3,0.0018
j_4,0.0104
k,0.7963
l,1.5912
m,2.3868
n,3.1796
o,3.9758
p,0.7917
q,1.592
r,2.3852
s,3.1799
t,3.9787
u,0.7969
v,1.5928
w,2.3893
x,3.1809
y,3.9804
z,0.7955
1,1.5912
2,2.3845
3,3.1806
4,3.975
base_flatness,0.001
support_flatness,0.0001
