,0
a+b,12.9442
c+d,10.5075
e,13.6241
f,0.7917
g,0.499975
g_1,0.5018
g_2,0.5073
g_3,0.493
g_4,0.4978
h,1.007325
h_1,1.0114
h_2,1.0091
h_3,1.0017
h_4,1.0071
j,0.006775
j_1,0.0093
j_2,0.0027
j_3,0.004
j_4,0.0111
k,0.7842
l,1.571
m,2.424
n,3.2065
o,4.0067
p,0.7956
q,1.5803
r,2.3615
s,3.1654
t,3.9601
u,0.8039
v,1.5945
w,2.3898
x,3.188
y,3.9809
z,0.7917
1,1.5881
2,2.3834
3,3.1752
4,3.9731
base_flatness,0.004
support_flatness,0.0022
