,0
a+b,12.9192
c+d,10.5037
e,13.6103
f,0.7968
g,0.458475
g_1,0.4683
g_2,0.4545
g_3,0.4479
g_4,0.4632
h,1.003925
h_1,1.0069
h_2,1.0074
h_3,1.0004
h_4,1.001
j,0.010475000000000002
j_1,0.0088
j_2,0.0196
j_3,0.0027
j_4,0.0108
k,0.7918
l,1.5858
m,2.3824
n,3.1763
o,3.9712
p,0.7965
q,1.5951
r,2.3894
s,3.1825
t,3.978
u,0.7957
v,1.5917
w,2.3877
x,3.1802
y,3.9775
z,0.7968
1,1.5944
2,2.3843
3,3.1811
4,3.9742
base_flatness,0.0011
support_flatness,0.0005
