,0
a+b,12.9155
c+d,10.5034
e,13.6261
f,0.7984
g,0.50025
g_1,0.5019
g_2,0.5075
g_3,0.4942
g_4,0.4974
h,1.00725
h_1,1.0076
h_2,1.01
h_3,1.0055
h_4,1.0059
j,0.0068000000000000005
j_1,0.0091
j_2,0.0021
j_3,0.0016
j_4,0.0144
k,0.7518
l,1.5523
m,2.3981
n,3.1852
o,3.9831
p,0.8063
q,1.5984
r,2.3874
s,3.1655
t,3.9821
u,0.798
v,1.5913
w,2.3873
x,3.1829
y,3.9731
z,0.7984
1,1.5914
2,2.3878
3,3.1804
4,3.9771
base_flatness,0.0017
support_flatness,0.0024
